index,millisecond,imageBound_x,imageBound_y,imageBound_width,imageBound_height,center_x,center_y,imagePoint_x,imagePoint_y,zoom,interval
602,164265,289,12,544,317,561,171,577,304,1.86624,186
603,164486,289,12,544,317,561,171,572,307,1.86624,221
604,164651,289,12,544,317,561,171,542,319,1.86624,165
605,164817,289,12,544,317,561,171,530,320,1.86624,166
606,164987,289,12,544,317,561,171,519,320,1.86624,170
607,165172,289,12,544,317,561,171,498,308,1.86624,185
608,165371,289,12,544,317,561,171,486,295,1.86624,199
609,165559,289,12,544,317,561,171,462,269,1.86624,188
610,165719,289,12,544,317,561,171,461,268,1.86624,160
611,165886,289,12,544,317,561,171,460,267,1.86624,167
612,166058,289,12,544,317,561,171,449,252,1.86624,172
613,166234,289,12,544,317,561,171,426,192,1.86624,176
614,166488,289,12,544,317,561,171,426,191,1.86624,254
615,166679,289,12,544,317,561,171,426,189,1.86624,191
616,166916,289,12,544,317,561,171,427,192,1.86624,237
617,167124,289,12,544,317,561,171,436,198,1.86624,208
618,167288,289,12,544,317,561,171,433,212,1.86624,164
619,167451,289,12,544,317,561,171,378,273,1.86624,163
620,167617,289,12,544,317,561,171,315,322,1.86624,166
621,167782,289,12,544,317,561,171,316,322,1.86624,165
622,167978,289,12,544,317,561,171,322,322,1.86624,196
623,168164,289,12,544,317,561,171,315,325,1.86624,186
624,168334,289,12,544,317,561,171,335,311,1.86624,170
625,168568,289,12,544,317,561,171,378,327,1.86624,234
626,168749,289,12,544,317,561,171,457,306,1.86624,181
627,169495,289,12,544,317,561,171,620,215,1.86624,746
628,169654,243,36,544,317,515,195,620,215,1.86624,159
629,169871,243,36,544,317,515,195,612,219,1.86624,217
630,170070,243,36,544,317,515,195,581,239,1.86624,199
631,170249,243,36,544,317,515,195,570,274,1.86624,179
632,171088,243,36,544,317,515,195,567,241,1.86624,839
633,171257,173,76,544,317,445,235,567,241,1.86624,169
634,171417,173,76,544,317,445,235,570,222,1.86624,160
635,172349,173,76,544,317,445,235,557,279,1.86624,932
636,172532,86,118,544,317,358,277,557,279,1.86624,183
637,172715,86,118,544,317,358,277,539,284,1.86624,183
638,173780,86,118,544,317,358,277,485,301,1.86624,1065
639,173969,14,152,544,317,286,311,485,301,1.86624,189
640,174141,14,152,544,317,286,311,484,301,1.86624,172
641,174352,14,152,544,317,286,311,490,308,1.86624,211
642,174682,14,152,544,317,286,311,502,284,1.86624,330
643,174878,14,152,544,317,286,311,502,284,1.86624,196
644,175082,14,152,544,317,286,311,488,283,1.86624,204
645,175263,14,152,544,317,286,311,487,272,1.86624,181
646,175486,14,152,544,317,286,311,194,390,1.86624,223
647,175716,14,152,544,317,286,311,57,448,1.86624,230
648,175976,14,152,544,317,286,311,263,370,1.86624,260
649,176167,14,152,544,317,286,311,460,283,1.86624,191
650,176328,14,152,544,317,286,311,458,283,1.86624,161
651,176513,14,152,544,317,286,311,460,281,1.86624,185
652,176676,14,152,544,317,286,311,407,228,1.86624,163
653,176835,14,152,544,317,286,311,372,186,1.86624,159
654,177003,14,152,544,317,286,311,362,193,1.86624,168
655,177170,14,152,544,317,286,311,350,206,1.86624,167
656,177331,14,152,544,317,286,311,347,240,1.86624,161
657,177521,14,152,544,317,286,311,353,255,1.86624,190
658,177701,14,152,544,317,286,311,247,225,1.86624,180
659,177925,14,152,544,317,286,311,26,458,1.86624,224
660,178112,14,152,544,317,286,311,25,462,1.86624,187
661,178281,14,152,544,317,286,311,22,466,1.86624,169
662,178794,14,152,544,317,286,311,24,469,1.86624,513
663,178983,14,152,544,317,286,311,96,338,1.86624,189
664,179158,14,152,544,317,286,311,160,192,1.86624,175
665,179326,14,152,544,317,286,311,152,188,1.86624,168
666,179507,14,152,544,317,286,311,121,188,1.86624,181
667,179679,14,152,544,317,286,311,107,200,1.86624,172
668,179827,14,152,544,317,286,311,111,215,1.86624,148
669,180058,14,152,544,317,286,311,112,215,1.86624,231
670,180238,14,152,544,317,286,311,114,212,1.86624,180
671,180426,14,152,544,317,286,311,116,211,1.86624,188
672,180605,14,152,544,317,286,311,132,200,1.86624,179
673,180781,14,152,544,317,286,311,154,191,1.86624,176
674,180942,14,152,544,317,286,311,170,188,1.86624,161
675,181106,14,152,544,317,286,311,195,200,1.86624,164
676,181266,14,152,544,317,286,311,220,203,1.86624,160
677,181425,14,152,544,317,286,311,258,206,1.86624,159
678,181586,14,152,544,317,286,311,281,212,1.86624,161
679,181775,14,152,544,317,286,311,308,222,1.86624,189
680,181949,14,152,544,317,286,311,358,231,1.86624,174
681,182108,14,152,544,317,286,311,393,232,1.86624,159
682,182268,14,152,544,317,286,311,417,238,1.86624,160
683,182427,14,152,544,317,286,311,429,250,1.86624,159
684,182595,14,152,544,317,286,311,433,264,1.86624,168
685,182814,14,152,544,317,286,311,438,306,1.86624,219
686,183000,14,152,544,317,286,311,445,347,1.86624,186
687,183176,14,152,544,317,286,311,445,371,1.86624,176
688,183330,14,152,544,317,286,311,439,391,1.86624,154
689,183485,14,152,544,317,286,311,431,399,1.86624,155
690,183646,14,152,544,317,286,311,421,404,1.86624,161
691,183807,14,152,544,317,286,311,414,406,1.86624,161
692,184029,14,152,544,317,286,311,388,408,1.86624,222
693,184227,14,152,544,317,286,311,346,410,1.86624,198
694,184417,14,152,544,317,286,311,320,411,1.86624,190
695,184577,14,152,544,317,286,311,285,421,1.86624,160
696,184753,14,152,544,317,286,311,257,420,1.86624,176
697,184909,14,152,544,317,286,311,228,411,1.86624,156
698,185095,14,152,544,317,286,311,207,401,1.86624,186
699,185324,14,152,544,317,286,311,183,384,1.86624,229
700,185482,14,152,544,317,286,311,164,354,1.86624,158
701,185639,14,152,544,317,286,311,156,342,1.86624,157
702,185805,14,152,544,317,286,311,144,329,1.86624,166
703,185962,14,152,544,317,286,311,135,317,1.86624,157
704,186122,14,152,544,317,286,311,125,298,1.86624,160
705,186290,14,152,544,317,286,311,118,289,1.86624,168
706,186449,14,152,544,317,286,311,114,276,1.86624,159
707,186605,14,152,544,317,286,311,109,270,1.86624,156
708,186765,14,152,544,317,286,311,106,249,1.86624,160
709,186916,14,152,544,317,286,311,112,215,1.86624,151
710,187071,14,152,544,317,286,311,112,213,1.86624,155
711,187221,14,152,544,317,286,311,113,212,1.86624,150
712,187384,14,152,544,317,286,311,123,216,1.86624,163
713,187638,14,152,544,317,286,311,112,211,1.86624,254
714,187787,14,152,544,317,286,311,148,268,1.86624,149
715,187950,14,152,544,317,286,311,150,269,1.86624,163
716,188101,14,152,544,317,286,311,137,322,1.86624,151
717,188256,14,152,544,317,286,311,127,333,1.86624,155
718,188411,14,152,544,317,286,311,122,382,1.86624,155
719,188599,14,152,544,317,286,311,39,463,1.86624,188
720,188752,14,152,544,317,286,311,39,463,1.86624,153
721,188904,14,152,544,317,286,311,42,460,1.86624,152
722,189159,14,152,544,317,286,311,42,461,1.86624,255
723,189315,14,152,544,317,286,311,45,466,1.86624,156
724,189503,14,152,544,317,286,311,65,457,1.86624,188
725,189655,14,152,544,317,286,311,95,468,1.86624,152
726,189805,14,152,544,317,286,311,106,458,1.86624,150
727,189960,14,152,544,317,286,311,175,389,1.86624,155
728,190165,14,152,544,317,286,311,160,412,1.86624,205
729,190317,14,152,544,317,286,311,143,438,1.86624,152
730,190469,14,152,544,317,286,311,165,451,1.86624,152
731,190703,14,152,544,317,286,311,229,408,1.86624,234
732,190856,14,152,544,317,286,311,261,385,1.86624,153
733,191017,14,152,544,317,286,311,187,444,1.86624,161
734,191173,14,152,544,317,286,311,225,446,1.86624,156
735,191323,14,152,544,317,286,311,255,397,1.86624,150
736,191478,14,152,544,317,286,311,262,379,1.86624,155
737,191629,14,152,544,317,286,311,168,422,1.86624,151
738,191798,14,152,544,317,286,311,70,451,1.86624,169
739,191968,14,152,544,317,286,311,88,438,1.86624,170
740,192149,14,152,544,317,286,311,229,227,1.86624,181
741,192371,14,152,544,317,286,311,330,301,1.86624,222
742,192529,14,152,544,317,286,311,382,350,1.86624,158
743,192679,14,152,544,317,286,311,368,367,1.86624,150
744,193567,14,152,544,317,286,311,320,301,1.86624,888
745,193775,-75,70,544,317,197,229,320,300,1.86624,208
746,193963,-75,70,544,317,197,229,320,300,1.86624,188
747,194138,-75,70,544,317,197,229,272,298,1.86624,175
748,194297,-75,70,544,317,197,229,248,298,1.86624,159
749,195462,-75,70,544,317,197,229,157,194,1.86624,1165
750,195711,-59,69,544,317,213,228,157,194,1.86624,249
751,195863,-59,69,544,317,213,228,156,193,1.86624,152
752,196029,-59,69,544,317,213,228,157,193,1.86624,166
753,198398,-59,69,544,317,213,228,310,294,1.86624,2369
754,198555,10,183,544,317,282,342,311,294,1.86624,157
755,198705,10,183,544,317,282,342,310,289,1.86624,150
756,198855,10,183,544,317,282,342,330,312,1.86624,150
757,199010,10,183,544,317,282,342,353,372,1.86624,155
758,199160,10,183,544,317,282,342,306,374,1.86624,150
759,199409,10,183,544,317,282,342,311,375,1.86624,249
760,199811,10,183,544,317,282,342,314,376,1.86723575056263,402
761,199960,-5,241,544,317,267,400,314,376,1.8792510417923,149
762,200118,-5,241,544,317,267,400,314,375,1.8980630572807,158
763,200276,-5,241,544,317,267,400,322,380,1.94419206023191,158
764,200430,-5,241,544,317,267,400,365,385,2.34459291401302,154
765,200598,-5,241,544,317,267,400,430,397,2.34459291401302,168
766,200732,67,267,453,264,294,399,416,398,2.80272975558436,134
767,200881,67,267,453,264,294,399,431,395,2.80272975558436,149
768,201016,128,289,378,220,317,399,431,392,3.22486272,135
769,201246,178,306,315,184,336,398,432,401,3.22486272,230
770,201436,178,306,315,184,336,398,432,390,3.22486272,190
771,201604,178,306,315,184,336,398,438,387,3.22486272,168
772,201754,178,306,315,184,336,398,429,416,3.22486272,150
773,201898,178,306,315,184,336,398,403,426,3.22486272,144
774,202285,178,306,315,184,336,398,391,415,3.22486272,387
775,202431,178,306,315,184,336,398,390,415,3.22486272,146
776,202812,178,306,315,184,336,398,386,415,3.22486272,381
777,203229,178,306,315,184,336,398,385,415,3.22486272,417
778,203372,127,310,315,184,285,402,385,415,3.22486272,143
779,203525,127,310,315,184,285,402,379,415,3.22486272,153
780,203708,127,310,315,184,285,402,353,416,3.22486272,183
781,203862,127,310,315,184,285,402,287,395,3.22486272,154
782,204059,127,310,315,184,285,402,287,395,3.22486272,197
783,204227,39,275,315,184,197,367,287,395,3.22486272,168
784,204512,39,275,315,184,197,367,265,382,3.22486272,285
785,204664,39,275,315,184,197,367,250,371,3.22486272,152
786,204829,39,275,315,184,197,367,267,386,3.22486272,165
787,204980,39,275,315,184,197,367,275,390,3.22486272,151
788,205135,39,275,315,184,197,367,244,385,3.22486272,155
789,205281,39,275,315,184,197,367,246,385,3.22486272,146
790,205512,39,275,315,184,197,367,251,387,3.22486272,231
791,205658,156,325,315,184,314,417,251,387,3.22385811613306,146
792,205868,156,325,315,184,314,417,245,381,3.22109491050589,210
793,206072,156,325,315,184,314,417,243,390,3.2101401295339,204
794,206221,156,325,315,184,314,417,241,401,3.18067714283778,149
795,206432,156,325,315,184,314,417,246,407,3.12372569404784,211
796,206574,156,325,315,184,314,417,364,464,2.57249680394503,142
797,206730,114,297,378,220,303,407,309,428,2.57249680394503,156
798,206876,114,297,378,220,303,407,362,469,2.13374466263958,146
799,207033,64,263,453,264,291,395,363,463,2.13374466263958,157
800,207164,64,263,453,264,291,395,363,474,1.81140580052465,131
801,207304,5,221,544,317,277,380,363,461,1.81140580052465,140
802,207539,5,221,544,317,277,380,364,478,1.49254953919877,235
803,207679,-67,170,653,381,260,361,358,451,1.49254953919877,140
804,207814,-67,170,653,381,260,361,365,482,1.296,135
805,207964,-154,108,784,457,238,337,359,460,1.296,150
806,208111,-154,108,784,457,238,337,364,484,1.296,147
807,208263,-154,108,784,457,238,337,362,485,1.296,152
808,209091,-154,108,784,457,238,337,209,294,1.296,828
809,209228,-81,24,784,457,311,253,206,290,1.2960775682736,137
810,209370,-81,24,784,457,311,253,198,314,1.29665880021696,142
811,209550,-81,24,784,457,311,253,198,310,1.29793945867429,180
812,209696,-81,24,784,457,311,253,239,192,1.30161759020834,146
813,209959,-81,24,784,457,311,253,240,191,1.30960785256672,263
814,210116,-10,-60,784,457,382,169,240,190,1.35489920313818,157
815,210247,-10,-60,784,457,382,169,379,177,1.61072271664429,131
816,210397,55,-20,653,381,382,171,270,182,1.61072271664429,150
817,210566,55,-20,653,381,382,171,378,176,1.92306718597085,169
818,210797,109,13,544,317,381,172,357,186,1.92306718597085,231
819,210927,109,13,544,317,381,172,376,173,2.28521725262406,130
820,211076,153,39,453,264,380,171,376,173,2.28521725262406,149
821,211245,153,39,453,264,380,171,378,171,2.3460124238849,169
822,211378,153,39,453,264,380,171,382,171,2.78719896147859,133
823,211512,192,61,378,220,381,171,382,172,2.78719896147859,134
824,211672,192,61,378,220,381,171,378,168,3.22486272,160
825,211818,223,79,315,184,381,171,383,171,3.22486272,146
826,211968,223,79,315,184,381,171,378,167,3.22486272,150
827,212099,223,79,315,184,381,171,410,166,3.22531931963703,131
828,212325,305,78,315,184,463,170,414,166,3.22531931963703,226
829,212476,305,78,315,184,463,170,419,167,3.22909324773431,151
830,213091,305,78,315,184,463,170,442,172,3.23646070478698,615
831,213216,305,78,315,184,463,170,443,171,4.0463709507041,125
832,213382,328,94,262,153,459,171,443,172,4.0463709507041,166
833,213517,328,94,262,153,459,171,442,171,4.76880542333559,135
834,213650,347,107,219,128,457,171,443,172,4.76880542333559,133
835,213869,347,107,219,128,457,171,441,169,5.57256278016,219
836,214114,363,117,182,106,454,170,442,171,5.57256278016,245
837,214257,363,117,182,106,454,170,441,169,5.57256278016,143
838,214426,363,117,182,106,454,170,439,170,5.57256278016,169
839,214834,363,117,182,106,454,170,442,175,5.57256278016,408
840,214972,379,110,182,106,470,163,442,175,5.57256278016,138
841,215119,379,110,182,106,470,163,443,175,5.57256278016,147
842,215268,379,110,182,106,470,163,446,167,5.57256278016,149
843,215410,379,110,182,106,470,163,459,166,5.57256278016,142
844,215697,379,110,182,106,470,163,460,167,5.57256278016,287
845,215843,395,92,182,106,486,145,460,167,5.57256278016,146
846,215996,395,92,182,106,486,145,464,164,5.57256278016,153
847,216162,395,92,182,106,486,145,489,139,5.57256278016,166
848,216401,411,75,182,106,502,128,489,139,5.57256278016,239
849,216548,411,75,182,106,502,128,487,146,5.57256278016,147
850,216709,411,75,182,106,502,128,493,132,5.57256278016,161
851,218356,411,75,182,106,502,128,517,113,5.57256278016,1647
852,218488,447,92,182,106,538,145,517,113,5.57256278016,132
853,218633,447,92,182,106,538,145,516,111,5.57256278016,145
854,218794,447,92,182,106,538,145,508,126,5.57256278016,161
855,218953,447,92,182,106,538,145,487,139,5.5713855962542,159
856,219098,447,92,182,106,538,145,488,136,5.56702745674242,145
857,219242,447,92,182,106,538,145,488,136,5.55810105611976,144
858,219386,447,92,182,106,538,145,504,117,5.53818243494536,144
859,219625,447,92,182,106,538,145,509,116,5.49765236220374,239
860,219788,447,92,182,106,538,145,512,117,5.27640293370732,163
861,219914,447,92,182,106,538,145,505,137,4.41397779192611,126
862,220069,436,83,219,128,546,147,515,119,4.41397779192611,155
863,220198,436,83,219,128,546,147,506,137,3.65190957019362,129
864,220333,421,72,262,153,552,149,513,125,3.65190957019362,135
865,220464,421,72,262,153,552,149,501,144,3.04189638976835,131
866,220591,405,58,315,184,563,150,505,134,3.04189638976835,127
867,220720,405,58,315,184,563,150,501,146,2.54018070464599,129
868,220851,386,41,378,220,575,151,510,137,2.54018070464599,131
869,220978,386,41,378,220,575,151,500,148,2.1401796260323,127
870,221225,364,20,453,264,591,152,502,141,2.1401796260323,247
871,221472,364,20,453,264,591,152,500,149,1.86624,247
872,221611,336,-6,544,317,608,153,500,149,1.86624,139
873,221750,336,-6,544,317,608,153,495,150,1.86624,139
874,221891,336,-6,544,317,608,153,496,146,1.86624,141
875,222027,336,-6,544,317,608,153,496,146,1.86624,136
876,222195,336,-6,544,317,608,153,508,142,1.86624,168
877,222336,336,-6,544,317,608,153,523,138,1.86624,141
878,222482,336,-6,544,317,608,153,503,153,1.86624,146
879,222672,336,-6,544,317,608,153,531,133,1.86624,190
880,222901,336,-6,544,317,608,153,559,98,1.86624,229
881,223036,403,-7,544,317,675,152,559,98,1.86624,135
882,223175,403,-7,544,317,675,152,540,96,1.86624,139
883,223334,403,-7,544,317,675,152,552,89,1.86624,159
884,223478,403,-7,544,317,675,152,564,81,1.86624,144
885,223609,403,-7,544,317,675,152,672,75,1.86624,131
886,223805,475,-4,544,317,747,155,671,75,1.86624,196
887,223949,475,-4,544,317,747,155,674,76,1.86624,144
888,224092,475,-4,544,317,747,155,703,64,1.86624,143
889,224253,475,-4,544,317,747,155,712,57,1.86624,161
890,224462,475,-4,544,317,747,155,723,68,1.86624,209
891,224629,475,-4,544,317,747,155,864,107,1.86624,167
892,224824,501,41,544,317,773,200,880,119,1.86624,195
893,224963,501,41,544,317,773,200,876,111,1.86624,139
894,225110,501,41,544,317,773,200,880,117,1.86567753011503,147
895,225236,501,41,544,317,773,200,946,246,1.86176721641122,126
896,225376,517,141,544,317,789,300,953,260,1.86176721641122,140
897,225535,517,141,544,317,789,300,953,260,1.8554356737004,159
898,225673,517,141,544,317,789,300,965,294,1.84062573090945,138
899,225869,517,141,544,317,789,300,993,378,1.81098030117317,196
900,226058,517,141,544,317,789,300,982,398,1.48437512743336,189
901,226184,424,90,653,381,751,281,990,388,1.48437512743336,126
902,226309,424,90,653,381,751,281,982,400,1.296,125
903,226459,312,28,784,457,704,257,982,395,1.296,150
904,226596,312,28,784,457,704,257,980,400,1.296,137
905,226739,312,28,784,457,704,257,1052,400,1.296,143
906,226875,312,28,784,457,704,257,1066,403,1.296,136
907,227781,312,28,784,457,704,257,893,265,1.296,906
908,227913,251,-55,784,457,643,174,895,260,1.296,132
909,228049,251,-55,784,457,643,174,898,257,1.296,136
910,228186,251,-55,784,457,643,174,903,230,1.296,137
911,228327,251,-55,784,457,643,174,815,166,1.296,141
912,228667,251,-55,784,457,643,174,782,172,1.296,340
913,228804,168,-8,784,457,560,221,782,172,1.296,137
914,228941,168,-8,784,457,560,221,789,165,1.296,137
915,229200,168,-8,784,457,560,221,832,160,1.296,259
916,229404,168,-8,784,457,560,221,820,159,1.296,204
917,229530,168,-8,784,457,560,221,569,247,1.296,126
918,229675,-76,89,784,457,316,318,540,254,1.296,145
919,229810,-76,89,784,457,316,318,551,241,1.296,135
920,229942,-76,89,784,457,316,318,537,235,1.296,132
921,230077,-76,89,784,457,316,318,434,225,1.296,135
922,230205,-76,89,784,457,316,318,419,234,1.296,128
923,230332,-76,89,784,457,316,318,402,306,1.296,127
924,230463,-76,89,784,457,316,318,306,389,1.296,131
925,230591,-76,89,784,457,316,318,373,397,1.296,128
926,230726,-76,89,784,457,316,318,385,332,1.296,135
927,230914,-76,89,784,457,316,318,432,304,1.296,188
928,231048,-76,89,784,457,316,318,481,340,1.296,134
929,231174,-76,89,784,457,316,318,488,304,1.296,126
930,231441,-76,89,784,457,316,318,432,302,1.296,267
931,232172,-76,89,784,457,316,318,430,301,1.296,731
932,232293,-210,92,784,457,182,321,430,302,1.296,121
933,232425,-210,92,784,457,182,321,429,302,1.296,132
934,232560,-210,92,784,457,182,321,401,322,1.296,135
935,232701,-210,92,784,457,182,321,300,250,1.296,141
936,232842,-210,92,784,457,182,321,300,228,1.296,141
937,235103,-210,92,784,457,182,321,300,227,1.296,2261
938,235261,-210,92,784,457,182,321,299,226,1.30300025673747,158
939,235391,-210,92,784,457,182,321,314,288,1.31286795492622,130
940,235525,-210,92,784,457,182,321,320,322,1.33120012102352,134
941,235673,-210,92,784,457,182,321,319,322,1.3724148521829,148
942,235794,-210,92,784,457,182,321,318,331,1.63366188002537,121
943,235916,-122,132,653,381,205,323,318,328,1.63366188002537,122
944,236036,-122,132,653,381,205,323,313,328,1.86624,120
945,236164,-49,164,544,317,223,323,317,331,1.86624,128
946,236340,-49,164,544,317,223,323,309,326,1.86624,176
947,237260,-49,164,544,317,223,323,279,380,1.86628465445821,920
948,237382,18,284,544,317,290,443,280,384,1.96683096208051,122
949,237520,18,284,544,317,290,443,284,375,2.36444680067822,138
950,237663,18,284,544,317,290,443,360,428,2.36444680067822,143
951,237781,75,308,453,264,302,440,334,413,2.77262932440905,118
952,237996,75,308,453,264,302,440,360,427,2.77262932440905,215
953,238151,123,327,378,220,312,437,360,427,3.42243646878721,155
954,238286,123,327,378,220,312,437,362,430,3.42243646878721,135
955,238400,163,344,315,184,321,436,362,433,4.03409180319713,114
956,238531,196,359,262,153,327,436,362,431,4.03409180319713,131
957,238671,196,359,262,153,327,436,362,433,4.6438023168,140
958,238807,224,371,219,128,334,435,362,433,4.6438023168,136
959,238964,224,371,219,128,334,435,359,434,4.6438023168,157
960,239143,224,371,219,128,334,435,357,437,4.6438023168,179
961,239271,191,373,219,128,301,437,357,437,4.6438023168,128
962,239410,191,373,219,128,301,437,358,437,4.6438023168,139
963,239651,191,373,219,128,301,437,342,435,4.6438023168,241
964,239838,191,373,219,128,301,437,310,428,4.6438023168,187
965,239996,149,363,219,128,259,427,310,428,4.64569923310107,158
966,240139,149,363,219,128,259,427,306,429,4.65280145227571,143
967,240276,149,363,219,128,259,427,304,429,4.66514967077069,137
968,240405,149,363,219,128,259,427,294,423,4.69009564795531,129
969,240544,149,363,219,128,259,427,287,420,4.74744166476222,139
970,240656,148,363,219,128,258,427,272,422,6.80582792544365,112
971,240811,148,363,219,128,258,427,260,413,6.80582792544365,155
972,240928,109,388,182,106,200,441,202,427,6.80582792544365,117
973,241111,125,395,152,89,201,440,233,431,6.80582792544365,183
974,241363,125,395,152,89,201,440,201,426,8.0244904034304,252
975,241506,138,400,127,74,202,437,204,429,8.0244904034304,143
976,241639,138,400,127,74,202,437,201,425,8.0244904034304,133
977,241793,138,400,127,74,202,437,201,425,8.0244904034304,154
978,241927,138,400,127,74,202,437,199,422,8.0244904034304,134
979,242056,139,377,127,74,203,414,198,422,8.0244904034304,129
980,242204,139,377,127,74,203,414,198,422,8.0244904034304,148
981,242349,139,377,127,74,203,414,196,421,8.0244904034304,145
982,242490,139,377,127,74,203,414,197,420,8.02601524704655,141
983,242621,139,377,127,74,203,414,202,411,8.03034430325581,131
984,242795,139,377,127,74,203,414,215,404,8.0404633327813,174
985,242943,139,377,127,74,203,414,215,403,8.11898649475989,148
986,243073,165,352,127,74,229,389,215,403,8.11898649475989,130
987,243207,165,352,127,74,229,389,215,403,8.22598196481636,134
988,243340,165,352,127,74,229,389,218,400,8.45406233342567,133
989,243457,165,352,127,74,229,389,241,391,9.89588316842763,117
990,243698,178,359,105,62,231,390,237,390,9.89588316842763,241
991,243810,178,359,105,62,231,390,241,390,11.5552661809398,112
992,243951,188,364,88,51,232,390,241,390,11.5552661809398,141
993,244103,188,364,88,51,232,390,241,390,11.5552661809398,152
994,244235,188,364,88,51,232,390,243,390,11.5552661809398,132
995,244364,188,364,88,51,232,390,243,389,11.5552661809398,129
996,244489,193,353,88,51,237,379,243,389,11.5552661809398,125
997,244621,193,353,88,51,237,379,241,393,11.5552661809398,132
998,244770,193,353,88,51,237,379,241,393,11.5580455919426,149
999,244909,193,353,88,51,237,379,246,389,11.5661822224963,139
1000,245028,193,353,88,51,237,379,250,379,11.6108182185743,119
1001,245250,197,339,88,51,241,365,249,379,11.6108182185743,222
1002,245376,197,339,88,51,241,365,250,380,11.7590548419371,126
1003,245507,197,339,88,51,241,365,251,379,11.9686035300628,131
1004,245624,197,339,88,51,241,365,253,376,12.382575074622,117
1005,245738,197,339,88,51,241,365,260,366,14.7468926366074,114
1006,245857,208,343,73,43,245,365,258,368,14.7468926366074,119
1007,245993,208,343,73,43,245,365,260,366,17.736173735937,136
1008,246110,217,347,61,36,248,365,260,366,17.736173735937,117
1009,246239,217,347,61,36,248,365,260,366,21.2434698028518,129
1010,246356,224,350,51,30,250,365,260,366,21.2434698028518,117
1011,246467,224,350,51,30,250,365,261,366,24.6978345036768,111
1012,246583,230,353,42,25,251,366,260,366,24.6978345036768,116
1013,246790,230,353,42,25,251,366,261,366,28.753199943356,207
1014,246986,230,353,42,25,251,366,261,366,28.753199943356,196
1015,247120,235,355,35,21,253,366,261,366,28.753199943356,134
1016,247277,235,355,35,21,253,366,261,366,28.753199943356,157
1017,247401,235,355,35,21,253,366,261,366,28.753199943356,124
1018,247550,235,355,35,21,253,366,261,366,28.7531231244649,149
1019,247678,235,355,35,21,253,366,260,366,28.7361586649486,128
1020,247813,235,355,35,21,253,366,260,366,28.7059965329348,135
1021,248014,235,355,35,21,253,366,260,365,28.6427500655066,201
1022,248222,235,355,35,21,253,366,260,365,28.3928034308879,208
1023,248466,235,355,35,21,253,366,260,365,27.5842249852765,244
1024,248605,235,355,35,21,253,366,259,365,24.617642465335,139
1025,248731,235,355,35,21,253,366,259,365,20.7399177617714,126
1026,248861,230,353,42,25,251,366,259,365,18.0271564225504,130
1027,248979,225,351,51,30,251,366,259,365,16.3769399534816,118
1028,249112,218,348,61,36,249,366,259,365,16.1056181353316,133
1029,249254,218,348,61,36,249,366,259,365,15.5128056819792,142
1030,249383,218,348,61,36,249,366,259,365,14.3770524498169,129
1031,249534,218,348,61,36,249,366,259,365,12.4749219636653,151
1032,249676,210,344,73,43,247,366,259,365,10.907130881367,142
1033,249802,200,340,88,51,244,366,259,365,8.95828758634939,126
1034,249927,200,340,88,51,244,366,259,366,8.95828758634939,125
1035,250033,188,335,105,62,241,366,258,364,7.50458199458747,106
1036,250161,188,335,105,62,241,366,260,366,7.50458199458747,128
1037,250271,174,329,127,74,238,366,260,366,6.26120638002086,110
1038,250400,156,321,152,89,232,366,258,364,6.26120638002086,129
1039,250511,156,321,152,89,232,366,261,368,5.34822028873247,111
1040,250648,135,312,182,106,226,365,260,366,5.34822028873247,137
1041,250833,135,312,182,106,226,365,264,369,4.33960861972008,185
1042,250954,110,301,219,128,220,365,264,369,4.33960861972008,121
1043,251065,110,301,219,128,220,365,263,370,3.68495906166651,111
1044,251193,79,287,262,153,210,364,264,370,3.68495906166651,128
1045,251313,79,287,262,153,210,364,263,372,3.22486272,120
1046,251427,42,270,315,184,200,362,263,372,3.22486272,114
1047,251539,42,270,315,184,200,362,264,372,3.22486272,112
1048,252102,42,270,315,184,200,362,265,372,3.22486272,563
1049,252230,7,273,315,184,165,365,265,372,3.22486272,128
1050,252419,7,273,315,184,165,365,264,372,3.22577344076139,189
1051,252551,7,273,315,184,165,365,260,370,3.23000453127999,132
1052,252677,7,273,315,184,165,365,259,367,3.23646512834784,126
1053,252835,7,273,315,184,165,365,255,366,3.24866762509487,158
1054,252954,7,273,315,184,165,365,237,364,3.28002107269947,119
1055,253115,7,273,315,184,165,365,234,364,3.33679641465533,161
1056,253225,7,273,315,184,165,365,234,364,3.49476981005882,110
1057,253330,7,273,315,184,165,365,235,364,4.15843302119376,105
1058,253444,45,288,262,153,176,365,234,364,4.15843302119376,114
1059,253549,45,288,262,153,176,365,235,364,4.91431164253422,105
1060,253660,76,301,219,128,186,365,235,364,4.91431164253422,111
1061,253771,76,301,219,128,186,365,235,362,5.65796958426384,111
1062,254319,103,311,182,106,194,364,235,362,5.65796958426384,548
1063,254441,103,311,182,106,194,364,235,361,7.55565348645919,122
1064,254572,125,320,152,89,201,365,235,361,8.54058538005794,131
1065,254692,143,327,127,74,207,364,235,361,10.0095919640149,120
1066,254818,158,332,105,62,211,363,235,362,10.0095919640149,126
1067,254976,158,332,105,62,211,363,235,360,11.5552661809398,158
1068,255161,171,337,88,51,215,363,235,361,11.5552661809398,185
1069,255272,171,337,88,51,215,363,235,360,11.5552661809398,111
1070,256745,171,337,88,51,215,363,235,360,11.5552661809398,1473
1071,256854,165,332,88,51,209,358,235,360,11.5552661809398,109
