index,millisecond,imageBound_x,imageBound_y,imageBound_width,imageBound_height,center_x,center_y,imagePoint_x,imagePoint_y,zoom,interval
1072,256974,165,332,88,51,209,358,235,360,11.5552661809398,120
1073,257096,165,332,88,51,209,358,235,360,11.5559839509511,122
1074,257229,165,332,88,51,209,358,230,361,11.5610876380982,133
1075,257394,165,332,88,51,209,358,220,357,11.5710834708692,165
1076,257606,165,332,88,51,209,358,220,357,11.6005879703814,212
1077,257721,143,333,88,51,187,359,220,357,11.7066157549959,115
1078,257852,143,333,88,51,187,359,219,357,11.8477592687922,131
1079,258038,143,333,88,51,187,359,217,356,12.1523790709208,186
1080,258145,143,333,88,51,187,359,214,354,14.865335930168,107
1081,258259,155,336,73,43,192,358,214,354,14.865335930168,114
1082,258362,155,336,73,43,192,358,214,354,17.2180736536803,103
1083,258471,165,339,61,36,196,357,214,354,17.2180736536803,109
1084,258612,165,339,61,36,196,357,214,354,17.7647835072851,141
1085,258716,165,339,61,36,196,357,204,357,21.0930140973049,104
1086,258833,172,342,51,30,198,357,206,357,21.0930140973049,117
1087,258937,172,342,51,30,198,357,204,357,23.9810895319266,104
1088,259054,177,345,42,25,198,358,204,357,23.9810895319266,117
1089,259173,177,345,42,25,198,358,201,358,24.0058774873112,119
1090,259372,177,345,42,25,198,358,199,359,24.0571520053618,199
1091,259504,163,349,42,25,184,362,199,359,24.263129290597,132
1092,259654,163,349,42,25,184,362,198,359,24.5848652920165,150
1093,259801,163,349,42,25,184,362,197,360,25.4505923860875,147
1094,259908,163,349,42,25,184,362,192,361,30.3753694677794,107
1095,260026,168,351,35,21,186,362,194,360,30.3753694677794,118
1096,260126,168,351,35,21,186,362,191,361,34.5038399320272,100
1097,260292,172,352,29,17,187,361,192,361,34.5038399320272,166
1098,260465,172,352,29,17,187,361,191,361,34.5038399320272,173
1099,260576,172,352,29,17,187,361,186,363,34.5038399320272,111
1100,260729,172,352,29,17,187,361,186,363,34.5038399320272,153
1101,260841,162,352,29,17,177,361,186,363,34.5038399320272,112
1102,260964,162,352,29,17,177,361,186,363,34.5038399320272,123
1103,261186,162,352,29,17,177,361,185,363,34.5039672922548,222
1104,261302,162,352,29,17,177,361,175,362,34.5304485759124,116
1105,261443,162,352,29,17,177,361,175,363,34.5651535993505,141
1106,261557,155,349,29,17,170,358,175,363,34.6481800094673,114
1107,261678,155,349,29,17,170,358,175,363,34.7949279849449,121
1108,261811,155,349,29,17,170,358,175,362,35.0650007227025,133
1109,261955,155,349,29,17,170,358,174,362,35.713022426619,144
1110,262062,155,349,29,17,170,358,173,361,37.0339858978315,107
1111,262169,155,349,29,17,170,358,173,359,43.2127888793246,107
1112,262284,158,351,25,14,171,358,173,360,43.2127888793246,115
1113,262479,158,351,25,14,171,358,173,359,52.279064549474,195
1114,262587,160,352,20,12,170,358,173,359,52.279064549474,108
1115,262777,160,352,20,12,170,358,172,359,63.6405131353795,190
1116,262895,162,353,17,10,171,358,173,359,63.6405131353795,118
1117,263003,162,353,17,10,171,358,172,359,75.5202050216073,108
1118,263196,162,353,17,10,171,358,172,359,75.5202050216073,193
1119,263295,164,354,14,8,171,358,172,359,93.3314234193463,99
1120,263404,165,355,12,7,171,359,172,359,93.3314234193463,109
1121,263504,165,355,12,7,171,359,172,359,111.483634540811,100
1122,263615,165,355,12,7,171,359,172,359,111.483634540811,111
1123,263710,166,356,10,6,171,359,172,359,130.155946059261,95
1124,263816,167,356,8,5,171,359,172,359,130.155946059261,106
1125,263942,167,356,8,5,171,359,172,359,148.360196124856,126
1126,264052,168,357,7,4,172,359,172,359,148.360196124856,110
1127,264201,168,357,7,4,172,359,172,359,148.360196124856,149
1128,264398,168,357,7,4,172,359,172,359,148.360196124856,197
1129,264532,168,357,7,4,172,359,173,359,148.360196124856,134
1130,264647,168,357,7,4,172,359,173,359,148.360196124856,115
1131,264771,168,357,7,4,172,359,173,360,148.360196124856,124
1132,265039,168,357,7,4,172,359,173,360,148.360196124856,268
1133,265141,168,357,7,4,172,359,173,360,148.360196124856,102
1134,265249,168,357,7,4,172,359,173,360,148.360196124856,108
1135,265359,168,357,7,4,172,359,173,360,148.323598405502,110
1136,265466,168,357,7,4,172,359,173,360,148.247946545135,107
1137,265580,168,357,7,4,172,359,173,360,148.113164352888,114
1138,265703,168,357,7,4,172,359,173,360,147.871538848221,123
1139,266265,168,357,7,4,172,359,172,360,147.29134070142,562
1140,266363,168,357,7,4,172,359,172,360,114.715257702793,98
1141,266465,168,357,7,4,172,359,172,360,114.715257702793,102
1142,266599,167,357,8,5,171,360,172,360,94.1120919827467,134
1143,266719,167,357,8,5,171,360,172,360,94.1120919827467,120
1144,267237,166,356,10,6,171,359,172,360,85.856594979662,518
1145,267432,165,356,12,7,171,360,172,360,85.856594979662,195
1146,267540,165,356,12,7,171,360,172,360,85.856594979662,108
1147,267654,165,356,12,7,171,360,171,360,85.856594979662,114
1148,267763,165,356,12,7,171,360,171,360,85.8339085303863,109
1149,267875,165,356,12,7,171,360,171,360,85.7929216395143,112
1150,267982,165,356,12,7,171,360,170,359,85.7220742829344,107
1151,268446,165,356,12,7,171,360,170,360,85.5710350585971,464
1152,268654,165,356,12,7,171,360,170,360,81.8973285458545,208
1153,268754,165,356,12,7,171,360,170,359,68.6607647635186,100
1154,268862,164,357,14,8,171,361,170,360,68.6607647635186,108
1155,269070,164,357,14,8,171,361,171,361,55.3796225001698,208
1156,269188,163,356,17,10,172,361,170,359,55.3796225001698,118
1157,269288,163,356,17,10,172,361,171,361,46.9026971340884,100
1158,269411,161,355,20,12,171,361,170,360,46.9026971340884,123
1159,269505,161,355,20,12,171,361,171,361,41.4046079184327,94
1160,269622,159,354,25,14,172,361,171,361,41.4046079184327,117
1161,269752,159,354,25,14,172,361,171,361,41.4046079184327,130
1162,271112,159,354,25,14,172,361,171,362,41.4046079184327,1360
1163,271221,160,354,25,14,173,361,171,362,41.4046079184327,109
1164,271332,160,354,25,14,173,361,171,362,41.4046079184327,111
1165,271441,160,354,25,14,173,361,171,362,41.4046079184327,109
1166,271633,160,354,25,14,173,361,173,363,41.4046079184327,192
1167,271787,160,354,25,14,173,361,173,363,41.4046079184327,154
1168,272140,160,354,25,14,173,361,173,363,41.3942879843536,353
1169,272249,160,354,25,14,173,361,173,363,41.2317311755894,109
1170,272360,160,354,25,14,173,361,173,363,41.081087716591,111
1171,272488,160,354,25,14,173,361,173,363,40.8054694210608,128
1172,272712,160,354,25,14,173,361,173,363,40.1239201748347,224
1173,272813,160,354,25,14,173,361,172,363,37.5662640985861,101
1174,272908,160,354,25,14,173,361,169,362,31.323549607951,95
1175,273005,160,354,25,14,173,361,170,363,31.323549607951,97
1176,273097,157,353,29,17,172,362,169,362,26.4191569806503,92
1177,273203,157,353,29,17,172,362,170,363,26.4191569806503,106
1178,273296,155,351,35,21,173,362,169,362,22.4041005918005,93
1179,273390,155,351,35,21,173,362,171,363,22.4041005918005,94
1180,273486,152,348,42,25,173,361,170,363,19.8437325672772,96
1181,273588,152,348,42,25,173,361,171,363,19.8437325672772,102
1182,273791,148,345,51,30,174,360,171,363,19.7403277914576,203
1183,273897,148,345,51,30,174,360,171,363,19.2861243749451,106
1184,273999,148,345,51,30,174,360,171,364,18.7633377481288,102
1185,274091,148,345,51,30,174,360,170,364,16.6395833005533,92
1186,274294,143,341,61,36,174,359,170,364,16.6395833005533,203
1187,274412,143,341,61,36,174,359,171,364,16.6395833005533,118
1188,274520,143,341,61,36,174,359,172,363,16.6395833005533,108
1189,274632,143,341,61,36,174,359,172,362,16.6395833005533,112
1190,274793,143,341,61,36,174,359,172,361,16.6395833005533,161
1191,274984,143,341,61,36,174,359,172,361,16.6395833005533,191
1192,275098,143,341,61,36,174,359,172,361,16.6395833005533,114
1193,275204,143,341,61,36,174,359,171,361,16.6395833005533,106
1194,275370,143,341,61,36,174,359,171,361,16.6416795955575,166
1195,275477,143,333,61,36,174,351,171,361,16.6534051587248,107
1196,275587,143,333,61,36,174,351,171,361,16.6707030480405,110
1197,275699,143,333,61,36,174,351,171,361,16.7011374007531,112
1198,275905,143,333,61,36,174,351,177,350,16.7592099661963,206
1199,276050,143,333,61,36,174,351,178,345,17.0140345081069,145
1200,276152,147,319,61,36,178,337,178,345,17.4564886161075,102
1201,276256,147,319,61,36,178,337,178,346,18.1483308661763,104
1202,276352,147,319,61,36,178,337,181,345,21.2854176991966,96
1203,276449,147,319,61,36,178,337,181,345,21.2854176991966,97
1204,276548,153,324,51,30,179,339,181,345,23.9609999527967,99
1205,276712,153,324,51,30,179,339,181,345,23.9609999527967,164
1206,276819,158,327,42,25,179,340,181,345,23.9679317863219,107
1207,276923,158,327,42,25,179,340,181,344,23.9811139127244,104
1208,277038,158,327,42,25,179,340,181,338,24.0014276946744,115
1209,277191,158,327,42,25,179,340,180,337,24.049464873533,153
1210,277386,158,320,42,25,179,333,180,337,24.1742192003443,195
1211,277501,158,320,42,25,179,333,180,338,24.6231416460372,115
1212,277611,158,320,42,25,179,333,180,337,25.2049538089509,110
1213,277716,158,320,42,25,179,333,179,336,26.3008976857477,105
1214,277812,158,320,42,25,179,333,179,335,31.3013482378026,96
1215,277909,158,320,42,25,179,333,178,335,31.3013482378026,97
1216,278005,162,322,35,21,180,333,179,335,36.7306314659731,96
1217,278122,162,322,35,21,180,333,178,334,36.7306314659731,117
1218,278211,164,324,29,17,179,333,179,335,41.4046079184327,89
1219,278305,164,324,29,17,179,333,178,334,41.4046079184327,94
1220,278419,167,326,25,14,180,333,178,334,41.4046079184327,114
1221,278819,167,326,25,14,180,333,178,334,41.4046079184327,400
1222,279046,167,326,25,14,180,333,178,334,41.4046079184327,227
1223,279196,167,326,25,14,180,333,178,334,41.4046079184327,150
1224,279295,167,326,25,14,180,333,179,334,41.4046079184327,99
1225,279399,167,326,25,14,180,333,181,334,41.4046079184327,104
1226,279520,167,326,25,14,180,333,182,334,41.4046079184327,121
1227,280114,167,326,25,14,180,333,183,333,41.4046079184327,594
1228,280236,167,326,25,14,180,333,183,333,41.4046079184327,122
1229,280373,167,326,25,14,180,333,183,333,41.4046079184327,137
1230,280482,167,326,25,14,180,333,183,333,41.4046079184327,109
1231,280586,167,326,25,14,180,333,183,333,41.4046079184327,104
1232,280702,167,326,25,14,180,333,183,333,41.4046079184327,116
1233,281114,167,326,25,14,180,333,183,333,41.4046079184327,412
1234,281235,167,326,25,14,180,333,183,333,41.4046079184327,121
1235,284039,167,326,25,14,180,333,183,333,41.4046079184327,2804
1236,284131,165,326,25,14,178,333,183,333,41.4046079184327,92
1237,284226,165,326,25,14,178,333,183,333,41.4046079184327,95
1238,284341,165,326,25,14,178,333,183,334,41.4046079184327,115
1239,284451,165,326,25,14,178,333,183,334,41.4046079184327,110
1240,284551,165,326,25,14,178,333,182,335,41.4046079184327,100
1241,284673,165,326,25,14,178,333,182,335,41.4046079184327,122
1242,284797,165,326,25,14,178,333,182,335,41.4046079184327,124
1243,284919,165,326,25,14,178,333,182,335,41.3911088717381,122
1244,285023,165,326,25,14,178,333,181,335,41.3656589631872,104
1245,285124,165,326,25,14,178,333,181,335,41.3254532863378,101
1246,285229,165,326,25,14,178,333,181,335,41.2556851628714,105
1247,285333,165,326,25,14,178,333,181,335,41.1331914510625,104
1248,285450,165,326,25,14,178,333,180,335,40.9173634224317,117
1249,285577,165,326,25,14,178,333,180,335,40.4363400162572,127
1250,285695,165,326,25,14,178,333,180,335,39.5658967434177,118
1251,285803,165,326,25,14,178,333,180,335,37.8682258059766,108
1252,285885,165,326,25,14,178,333,180,335,32.2282486641462,82
1253,285988,165,326,25,14,178,333,180,335,32.2282486641462,103
1254,286071,162,325,29,17,177,334,180,335,28.753199943356,83
1255,286193,162,325,29,17,177,334,180,335,28.753199943356,122
1256,286337,158,322,35,21,176,333,180,335,28.753199943356,144
1257,286439,158,322,35,21,176,333,180,335,28.753199943356,102
1258,286549,158,322,35,21,176,333,180,335,28.753199943356,110
1259,286668,158,322,35,21,176,333,181,335,28.7461864461823,119
1260,286777,158,322,35,21,176,333,182,335,28.7308905123361,109
1261,286889,158,322,35,21,176,333,182,334,28.7040463612534,112
1262,286996,158,322,35,21,176,333,182,334,28.6574545958985,107
1263,287218,158,322,35,21,176,333,182,334,28.5703362533054,222
1264,287471,158,322,35,21,176,333,182,334,28.1324083543702,253
1265,287563,153,327,35,21,171,338,182,334,26.4194436876369,92
1266,287650,153,327,35,21,171,338,180,335,22.6734870817194,87
1267,287800,147,325,42,25,168,338,183,334,22.6734870817194,150
1268,287924,147,325,42,25,168,338,180,335,18.7311830246189,124
1269,288039,141,323,51,30,167,338,181,334,18.7311830246189,115
1270,288122,141,323,51,30,167,338,180,335,16.6395833005533,83
1271,288224,141,323,51,30,167,338,180,335,16.6395833005533,102
1272,288323,133,320,61,36,164,338,180,335,16.6395833005533,99
1273,288423,133,320,61,36,164,338,180,335,16.6395833005533,100
1274,288522,133,320,61,36,164,338,179,336,16.6387327941502,99
1275,288623,133,320,61,36,164,338,177,338,16.6332913978381,101
1276,288722,133,320,61,36,164,338,174,339,16.6239425068335,99
1277,288838,133,320,61,36,164,338,174,339,16.6076768322754,116
1278,288959,133,320,61,36,164,338,178,338,16.5723896489965,121
1279,289062,133,320,61,36,164,338,179,337,16.5080208021837,103
1280,289158,133,320,61,36,164,338,178,338,16.4093227251461,96
1281,289246,133,320,61,36,164,338,175,340,16.0319519443524,88
1282,289427,123,326,61,36,154,344,174,341,16.0319519443524,181
1283,289603,123,326,61,36,154,344,174,340,12.7247320432712,176
1284,289699,123,326,61,36,154,344,170,348,12.7247320432712,96
1285,289788,114,321,73,43,151,343,173,339,10.9381674929648,89
1286,289896,114,321,73,43,151,343,170,348,10.9381674929648,108
1287,290015,102,316,88,51,146,342,170,348,9.62938848411648,119
1288,290110,102,316,88,51,146,342,171,349,9.62938848411648,95
1289,290204,89,309,105,62,142,340,171,349,9.62938848411648,94
1290,290292,89,309,105,62,142,340,170,349,9.62938848411648,88
1291,290382,89,309,105,62,142,340,170,350,9.62938848411648,90
1292,290472,89,309,105,62,142,340,169,351,9.62938848411648,90
1293,290562,89,309,105,62,142,340,166,353,9.62938848411648,90
1294,290648,89,309,105,62,142,340,167,355,9.62938848411648,86
1295,290734,89,309,105,62,142,340,166,356,9.62938848411648,86
1296,290821,89,309,105,62,142,340,166,355,9.62938848411648,87
1297,290909,89,309,105,62,142,340,165,354,9.62938848411648,88
1298,291009,89,309,105,62,142,340,163,350,9.62938848411648,100
1299,291128,89,309,105,62,142,340,163,347,9.62938848411648,119
1300,291250,89,309,105,62,142,340,159,340,9.62938848411648,122
1301,291424,89,309,105,62,142,340,159,341,9.62938848411648,174
1302,291517,89,309,105,62,142,340,159,342,9.62938848411648,93
1303,291615,89,309,105,62,142,340,159,342,9.62938848411648,98
1304,291708,89,309,105,62,142,340,159,347,9.62938848411648,93
1305,291874,89,309,105,62,142,340,159,349,9.62938848411648,166
1306,291987,89,309,105,62,142,340,157,347,9.62938848411648,113
1307,292101,89,309,105,62,142,340,155,342,9.62938848411648,114
1308,292226,89,309,105,62,142,340,154,339,9.62938848411648,125
1309,292332,89,309,105,62,142,340,155,337,9.62938848411648,106
1310,292518,89,309,105,62,142,340,155,336,9.62938848411648,186
1311,292610,82,297,105,62,135,328,155,336,9.62938848411648,92
1312,292704,82,297,105,62,135,328,155,337,9.62938848411648,94
1313,292806,82,297,105,62,135,328,155,337,9.62938848411648,102
1314,292899,82,297,105,62,135,328,153,336,9.62938848411648,93
1315,292995,82,297,105,62,135,328,152,336,9.62938848411648,96
1316,293100,82,297,105,62,135,328,146,331,9.62938848411648,105
1317,293201,82,297,105,62,135,328,137,322,9.62938848411648,101
1318,293893,82,297,105,62,135,328,134,316,9.62938848411648,692
1319,293982,70,290,105,62,123,321,134,316,9.62938848411648,89
1320,294076,70,290,105,62,123,321,134,315,9.62938848411648,94
1321,294168,70,290,105,62,123,321,136,320,9.62938848411648,92
1322,294280,70,290,105,62,123,321,136,324,9.62938848411648,112
1323,294383,70,290,105,62,123,321,133,319,9.62938848411648,103
1324,294475,70,290,105,62,123,321,133,319,9.62938848411648,92
1325,294590,70,290,105,62,123,321,133,317,9.62904982819818,115
1326,294696,70,290,105,62,123,321,133,317,9.62423542718475,106
1327,294791,70,290,105,62,123,321,133,317,9.61643118530972,95
1328,294899,70,290,105,62,123,321,133,318,9.60384402509265,108
1329,295070,70,290,105,62,123,321,132,321,9.5792987935026,171
1330,295264,70,290,105,62,123,321,140,331,9.49281201553709,194
1331,295367,70,290,105,62,123,321,140,331,9.25555241212346,103
1332,295466,70,290,105,62,123,321,140,331,8.96150015906075,99
1333,295666,70,290,105,62,123,321,140,332,8.5183985946109,200
1334,295768,70,290,105,62,123,321,140,332,6.8006911648787,102
1335,295862,56,282,127,74,120,319,140,332,6.00795780135372,94
1336,296202,39,272,152,89,115,317,140,332,5.53921936026975,340
1337,296293,19,260,182,106,110,313,140,332,5.36084357270042,91
1338,296410,19,260,182,106,110,313,140,332,5.2231782920939,117
1339,296504,19,260,182,106,110,313,139,331,4.93042634948292,94
1340,296578,19,260,182,106,110,313,139,331,4.12865154981834,74
1341,296666,19,260,182,106,110,313,138,331,4.12865154981834,88
1342,296740,-5,246,219,128,105,310,138,331,3.49249791905303,74
1343,296838,-35,228,262,153,96,305,138,331,3.49249791905303,98
1344,296921,-35,228,262,153,96,305,135,330,2.94188729816432,83
1345,297010,-35,228,262,153,96,305,130,329,2.94188729816432,89
1346,297084,-69,208,315,184,89,300,129,329,2.57832673562453,74
1347,297221,-69,208,315,184,89,300,118,324,2.57832673562453,137
1348,297393,-107,184,378,220,82,294,118,324,2.13573680821986,172
1349,297540,-107,184,378,220,82,294,118,324,2.13573680821986,147
1350,297634,-152,156,453,264,75,288,117,323,2.02065997217008,94
1351,297719,-152,156,453,264,75,288,113,320,1.9023089482035,85
1352,297801,-152,156,453,264,75,288,107,318,1.72146162988285,82
1353,297875,-204,124,544,317,68,283,107,318,1.5552,74
1354,297964,-266,85,653,381,61,276,107,318,1.5552,89
1355,298058,-266,85,653,381,61,276,107,320,1.55554865639064,94
1356,298146,-266,85,653,381,61,276,109,324,1.55618207499525,88
1357,298234,-266,85,653,381,61,276,139,312,1.55708367806621,88
1358,298636,-266,85,653,381,61,276,141,288,1.55876061305961,402
1359,298717,-251,-1,653,381,76,190,140,287,1.59014733861665,81
1360,298807,-251,-1,653,381,76,190,140,293,1.61225768813529,90
1361,298889,-251,-1,653,381,76,190,148,294,1.64542945223621,82
1362,298987,-251,-1,653,381,76,190,156,295,1.71129438542973,98
1363,299082,-251,-1,653,381,76,190,213,227,2.01373436775403,95
1364,299170,-251,-1,653,381,76,190,206,216,2.01373436775403,88
1365,299245,-175,35,544,317,97,194,207,217,2.239488,75
1366,299327,-175,35,544,317,97,194,204,215,2.239488,82
1367,299412,-111,65,453,264,116,197,204,214,2.239488,85
1368,299503,-111,65,453,264,116,197,200,211,2.239488,91
1369,299600,-111,65,453,264,116,197,189,199,2.239488,97
1370,300292,-111,65,453,264,116,197,121,137,2.239488,692
1371,300372,-55,40,453,264,172,172,121,137,2.239488,80
1372,300458,-55,40,453,264,172,172,116,132,2.239488,86
1373,300546,-55,40,453,264,172,172,121,144,2.239488,88
1374,300632,-55,40,453,264,172,172,129,156,2.239488,86
1375,300909,-55,40,453,264,172,172,138,154,2.239488,277
1376,301012,-55,40,453,264,172,172,139,154,2.239488,103
1377,301109,-55,40,453,264,172,172,199,151,2.239488,97
1378,301225,-55,40,453,264,172,172,211,151,2.239488,116
1379,301314,46,23,453,264,273,155,211,151,2.239488,89
1380,301421,46,23,453,264,273,155,204,154,2.239488,107
1381,301511,46,23,453,264,273,155,206,154,2.239488,90
1382,301601,46,23,453,264,273,155,240,156,2.239488,90
1383,301693,46,23,453,264,273,155,308,159,2.239488,92
1384,301876,46,23,453,264,273,155,322,163,2.239488,183
1385,302060,170,12,453,264,397,144,321,163,2.239488,184
1386,302229,170,12,453,264,397,144,321,165,2.239488,169
1387,302330,170,12,453,264,397,144,343,165,2.24043610493322,101
1388,302432,170,12,453,264,397,144,347,164,2.24178666476481,102
1389,302535,170,12,453,264,397,144,352,164,2.24399497128678,103
1390,302631,170,12,453,264,397,144,421,165,2.24804991375485,96
1391,302734,170,12,453,264,397,144,424,162,2.25406462403723,103
1392,302820,195,-40,453,264,422,92,422,158,2.26546020821335,86
1393,302926,195,-40,453,264,422,92,421,163,2.28377913117401,106
1394,303014,195,-40,453,264,422,92,422,163,2.31819355135285,88
1395,303099,195,-40,453,264,422,92,422,162,2.3675246132538,85
1396,303182,195,-40,453,264,422,92,426,151,2.44288349863038,83
1397,303324,195,-40,453,264,422,92,439,133,2.57676584667506,142
1398,303415,195,-40,453,264,422,92,439,133,2.9940038780617,91
1399,303821,235,-11,378,220,424,99,439,133,3.2364641744856,406
1400,303914,269,13,315,184,427,105,439,133,3.34134870816316,93
1401,304016,269,13,315,184,427,105,440,132,3.42743066344618,102
1402,304103,269,13,315,184,427,105,442,123,3.57976270696464,87
1403,304172,269,13,315,184,427,105,440,123,4.10333175092316,69
1404,304257,298,31,262,153,429,108,440,123,4.10333175092316,85
1405,304379,298,31,262,153,429,108,439,122,4.6438023168,122
1406,304508,321,46,219,128,431,110,440,123,4.6438023168,129
1407,304588,321,46,219,128,431,110,439,121,4.6438023168,80
1408,304670,321,46,219,128,431,110,439,120,4.6438023168,82
1409,304760,321,46,219,128,431,110,440,118,4.6438023168,90
1410,304870,321,46,219,128,431,110,445,112,4.6438023168,110
1411,304978,321,46,219,128,431,110,445,112,4.6438023168,108
1412,305156,321,46,219,128,431,110,443,111,4.6438023168,178
1413,305320,340,22,219,128,450,86,443,111,4.6438023168,164
1414,305409,340,22,219,128,450,86,444,111,4.6438023168,89
1415,305522,340,22,219,128,450,86,448,108,4.6438023168,113
1416,305610,340,22,219,128,450,86,448,107,4.6438023168,88
1417,305696,340,22,219,128,450,86,444,109,4.6438023168,86
1418,305782,340,22,219,128,450,86,438,112,4.6438023168,86
1419,305870,340,22,219,128,450,86,430,116,4.6438023168,88
1420,305974,340,22,219,128,450,86,436,112,4.6438023168,104
1421,306091,340,22,219,128,450,86,440,106,4.6438023168,117
1422,306228,340,22,219,128,450,86,453,101,4.6438023168,137
1423,306381,340,22,219,128,450,86,466,99,4.6438023168,153
1424,306457,383,16,219,128,493,80,466,99,4.6438023168,76
1425,306537,383,16,219,128,493,80,462,100,4.6438023168,80
1426,306620,383,16,219,128,493,80,463,100,4.6438023168,83
1427,306713,383,16,219,128,493,80,464,100,4.6438023168,93
1428,306795,383,16,219,128,493,80,468,104,4.6438023168,82
1429,306879,383,16,219,128,493,80,469,105,4.6438023168,84
1430,306962,383,16,219,128,493,80,483,113,4.6438023168,83
1431,307070,383,16,219,128,493,80,490,115,4.6438023168,108
1432,307167,383,16,219,128,493,80,502,107,4.6438023168,97
1433,307333,383,16,219,128,493,80,507,92,4.6438023168,166
1434,307485,383,16,219,128,493,80,510,77,4.6438023168,152
1435,307560,403,-15,219,128,513,49,510,77,4.6438023168,75
1436,307636,403,-15,219,128,513,49,508,77,4.6438023168,76
1437,307716,403,-15,219,128,513,49,503,78,4.6438023168,80
1438,307794,403,-15,219,128,513,49,485,78,4.6438023168,78
1439,307875,403,-15,219,128,513,49,476,72,4.6438023168,81
1440,307957,403,-15,219,128,513,49,475,68,4.6438023168,82
1441,308039,403,-15,219,128,513,49,479,57,4.6438023168,82
1442,308154,403,-15,219,128,513,49,482,51,4.6438023168,115
1443,308245,403,-15,219,128,513,49,492,43,4.6438023168,91
1444,308338,403,-15,219,128,513,49,500,42,4.6438023168,93
1445,308415,443,-20,219,128,553,44,500,42,4.6438023168,77
1446,308581,443,-20,219,128,553,44,491,43,4.6438023168,166
1447,308660,443,-20,219,128,553,44,491,43,4.6438023168,79
1448,308740,443,-20,219,128,553,44,494,43,4.6438023168,80
1449,308905,443,-20,219,128,553,44,496,42,4.6438023168,165
1450,309059,443,-20,219,128,553,44,531,40,4.6438023168,154
1451,309147,468,-24,219,128,578,40,530,40,4.6438023168,88
1452,309287,468,-24,219,128,578,40,513,46,4.6438023168,140
1453,309417,468,-24,219,128,578,40,513,46,4.6438023168,130
1454,309501,468,-24,219,128,578,40,520,48,4.6438023168,84
1455,309583,468,-24,219,128,578,40,531,52,4.6438023168,82
1456,309793,468,-24,219,128,578,40,544,56,4.6438023168,210
1457,309904,506,2,219,128,616,66,545,56,4.6438023168,111
1458,310047,506,2,219,128,616,66,544,55,4.64511668030995,143
1459,310217,506,2,219,128,616,66,543,59,4.64878319425276,170
1460,310309,506,2,219,128,616,66,542,59,4.65983066610675,92
1461,310385,506,2,219,128,616,66,551,60,4.67063298808292,76
1462,310497,506,2,219,128,616,66,584,65,4.68616879854676,112
1463,310581,506,2,219,128,616,66,595,57,4.72096898303457,84
1464,310803,506,2,219,128,616,66,597,55,4.77290550418988,222
1465,310880,536,-22,219,128,646,42,597,54,5.09045528989178,77
1466,310958,536,-22,219,128,646,42,597,54,5.33949111031861,78
1467,311023,536,-22,219,128,646,42,615,40,6.28992709797414,65
1468,311098,549,-12,182,106,640,41,609,45,6.28992709797414,75
1469,311165,549,-12,182,106,640,41,615,40,7.29245249036748,67
1470,311243,560,-3,152,89,636,42,615,40,7.29245249036748,78
1471,311309,560,-3,152,89,636,42,614,39,8.02449040343039,66
1472,311388,569,4,127,74,633,41,615,40,8.02449040343039,79
1473,311473,569,4,127,74,633,41,614,39,8.02449040343039,85
1474,311585,569,4,127,74,633,41,620,39,8.02449040343039,112
1475,311799,569,4,127,74,633,41,633,38,8.02449040343039,214
1476,311994,604,3,127,74,668,40,633,38,8.02449040343039,195
1477,312074,604,3,127,74,668,40,633,38,8.02449040343039,80
1478,312153,604,3,127,74,668,40,635,37,8.02449040343039,79
1479,312248,604,3,127,74,668,40,636,37,8.02449040343039,95
1480,312412,604,3,127,74,668,40,640,37,8.02449040343039,164
1481,312522,604,3,127,74,668,40,667,36,8.02449040343039,110
1482,312598,640,-0,127,74,704,37,667,36,8.02449040343039,76
1483,312692,640,-0,127,74,704,37,666,36,8.02449040343039,94
1484,312770,640,-0,127,74,704,37,666,36,8.02449040343039,78
1485,312858,640,-0,127,74,704,37,669,34,8.02449040343039,88
1486,312943,640,-0,127,74,704,37,672,32,8.02581664874406,85
1487,313023,640,-0,127,74,704,37,674,32,8.02773130805294,80
1488,313100,640,-0,127,74,704,37,686,33,8.03050527341107,77
1489,313176,640,-0,127,74,704,37,699,33,8.03462685165117,76
1490,313320,640,-0,127,74,704,37,699,33,8.04185070456306,144
1491,313400,672,-2,127,74,736,35,699,33,8.06433454003582,80
1492,313475,672,-2,127,74,736,35,698,33,8.08652982362582,75
1493,313596,672,-2,127,74,736,35,703,32,8.11944777234367,121
1494,313670,672,-2,127,74,736,35,704,32,8.20841058441703,74
1495,313766,672,-2,127,74,736,35,704,32,8.31436475451347,96
1496,313864,672,-2,127,74,736,35,709,32,8.49529696545893,98
1497,313980,672,-2,127,74,736,35,729,22,9.62938848411648,116
1498,314069,682,2,105,62,735,33,729,22,9.62938848411648,89
1499,314139,682,2,105,62,735,33,729,21,9.62938848411648,70
1500,314209,682,2,105,62,735,33,730,21,9.62938848411648,70
1501,314280,682,2,105,62,735,33,732,21,9.62938848411648,71
1502,314354,682,2,105,62,735,33,732,19,9.62938848411648,74
1503,314427,682,2,105,62,735,33,731,18,9.62938848411648,73
1504,314502,682,2,105,62,735,33,730,18,9.62938848411648,75
1505,314580,682,2,105,62,735,33,729,18,9.62938848411648,78
1506,314663,682,2,105,62,735,33,728,30,9.62938848411648,83
1507,314821,682,2,105,62,735,33,728,39,9.62938848411648,158
1508,314901,680,22,105,62,733,53,728,39,9.62938848411648,80
